price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip
479900.0,3.0,2.0,0.12224753227031132,0.010723001546228508,1.0,0,0,3,0.17809734513274336,0.0,94,0,Kent,WA 98042
1120000.0,5.0,1.5,0.16476841305998483,0.005609269919335308,2.0,0,3,4,0.2179203539823009,0.04149377593360996,54,4,Seattle,WA 98136
625000.0,4.0,1.0,0.09339407744874714,0.0045287728907021365,1.5,0,0,4,0.13606194690265486,0.0,46,5,Seattle,WA 98117
400000.0,2.0,1.0,0.035687167805618834,0.004538087520259319,1.0,0,0,3,0.05199115044247788,0.0,55,6,Seattle,WA 98136
383962.0,4.0,2.5,0.17691723614274868,0.005924104398368077,2.0,0,0,3,0.25774336283185845,0.0,101,0,Tukwila,WA 98168
499500.0,3.0,2.5,0.1974183750949127,0.019811285605171484,2.0,0,0,3,0.28761061946902655,0.0,98,6,Renton,WA 98059
330000.0,3.0,2.25,0.1404707668944571,0.0031874662344678556,1.0,0,0,3,0.10619469026548672,0.1846473029045643,93,0,Seattle,WA 98118
1115000.0,4.0,2.5,0.21336370539104024,0.029148270273291234,1.0,0,0,4,0.2234513274336283,0.16390041493775934,78,6,Bellevue,WA 98007
329950.0,2.0,1.0,0.040242976461655276,0.004267963263101027,1.0,0,0,4,0.0586283185840708,0.0,56,0,Seattle,WA 98146
620000.0,3.0,1.0,0.1017463933181473,0.0031781516049106725,1.5,0,0,3,0.1482300884955752,0.0,9,6,Seattle,WA 98103
300000.0,3.0,1.0,0.06757782839787396,0.007118239907598875,1.0,0,0,3,0.0984513274336283,0.0,46,0,Seattle,WA 98115
686000.0,3.0,1.5,0.11161731207289294,0.008711041561877086,2.0,0,0,5,0.16261061946902652,0.0,61,0,Seattle,WA 98177
429000.0,5.0,2.5,0.14958238420653,0.0035973099349838854,2.0,0,0,3,0.2179203539823009,0.0,109,0,Renton,WA 98059
255000.0,3.0,2.5,0.10250569476082005,0.005175208181970603,2.0,0,0,3,0.1493362831858407,0.0,98,6,Auburn,WA 98092
265000.0,3.0,1.0,0.10858010630220197,0.0065314182454963765,1.0,0,0,5,0.1581858407079646,0.0,57,0,Renton,WA 98056
624800.0,3.0,2.0,0.1427486712224753,0.012701428864174073,1.0,0,0,4,0.125,0.15560165975103735,64,0,Mercer Island,WA 98040
350000.0,4.0,2.5,0.1571753986332574,0.0031315784571247602,2.0,0,0,3,0.22898230088495572,0.0,109,0,Maple Valley,WA 98038
400000.0,2.0,1.75,0.13211845102505695,0.008272322509733789,1.0,0,0,2,0.19247787610619468,0.0,48,0,Shoreline,WA 98155
734200.0,4.0,2.5,0.18147304479878512,0.004063041412843011,1.5,0,0,5,0.14491150442477876,0.22406639004149376,28,4,Seattle,WA 98107
1370000.0,2.0,2.25,0.15869400151860288,0.01518470910411893,1.5,0,4,4,0.17256637168141592,0.10995850622406639,36,0,Seattle,WA 98117
252500.0,3.0,1.0,0.05011389521640091,0.00511280016393748,1.0,0,0,3,0.05641592920353982,0.03112033195020747,47,6,Seattle,WA 98125
525000.0,3.0,2.25,0.10478359908883828,0.0011559455280463497,3.0,0,0,3,0.15265486725663716,0.0,101,0,Seattle,WA 98107
225279.428571,3.0,2.25,0.13211845102505695,0.00654539018983215,1.0,0,0,4,0.10951327433628319,0.15560165975103735,73,0,Federal Way,WA 98023
254000.0,4.0,2.0,0.08656036446469248,0.003350472251718549,1.0,0,0,3,0.1261061946902655,0.0,55,6,Seattle,WA 98108
560000.0,4.0,2.5,0.1776765375854214,0.005537547271745003,2.0,0,0,3,0.2588495575221239,0.0,103,0,Renton,WA 98059
566000.0,3.0,2.25,0.09794988610478358,0.008850761005234823,1.0,0,0,4,0.11061946902654865,0.06016597510373444,80,0,Redmond,WA 98052
150000.0,2.0,1.0,0.03416856492027335,0.008971851189478195,1.0,0,0,3,0.049778761061946904,0.0,54,6,Seattle,WA 98168
430000.0,2.0,1.0,0.051632498101746395,0.001799586430447661,1.0,0,0,5,0.053097345132743355,0.04149377593360996,27,0,Seattle,WA 98117
695000.0,4.0,3.0,0.21108580106302202,0.007909983419959389,2.0,0,0,3,0.30752212389380534,0.0,101,0,Sammamish,WA 98075
309000.0,3.0,2.5,0.10858010630220197,0.0019206766146910336,2.0,0,0,3,0.1581858407079646,0.0,111,0,Seattle,WA 98126
583000.0,3.0,2.5,0.16932422171602127,0.004156187708414836,2.0,0,1,3,0.24668141592920353,0.0,98,6,Renton,WA 98056
268500.0,4.0,2.5,0.1313591495823842,0.003352335177629985,2.0,0,0,3,0.1913716814159292,0.0,106,0,Kent,WA 98031
490600.0,3.0,2.5,0.22369020501138953,0.010068183088358577,2.0,0,0,3,0.3258849557522124,0.0,86,0,Federal Way,WA 98023
720000.0,3.0,2.5,0.12528473804100226,0.00048529219992920884,3.0,0,3,3,0.1825221238938053,0.0,100,0,Seattle,WA 98103
925000.0,4.0,2.75,0.255125284738041,0.00687047076137782,2.0,0,0,3,0.37168141592920356,0.0,112,1,Sammamish,WA 98074
435000.0,5.0,2.25,0.12148823082763857,0.013607742320087931,1.0,0,0,3,0.11946902654867256,0.10788381742738588,86,0,Fall City,WA 98024
757000.0,3.0,3.25,0.214123006833713,0.004326645429311276,2.0,0,0,3,0.3119469026548673,0.0,107,0,Issaquah,WA 98029
359000.0,3.0,1.5,0.08959757023538345,0.004044412153728646,1.0,0,0,3,0.07853982300884954,0.0975103734439834,78,0,Seattle,WA 98133
250000.0,5.0,1.5,0.16324981017463933,0.004764433018498855,1.5,0,0,4,0.1261061946902655,0.2095435684647303,28,0,Enumclaw,WA 98022
744000.0,4.0,2.75,0.1867881548974943,0.011569701372976398,2.0,0,0,3,0.27212389380530977,0.0,98,6,Sammamish,WA 98075
300000.0,3.0,2.5,0.10098709187547456,0.002735706700944504,2.0,0,0,3,0.1471238938053097,0.0,100,0,Seattle,WA 98108
690000.0,3.0,2.0,0.105542900531511,0.005393170513608674,1.0,0,0,4,0.06747787610619468,0.16182572614107885,42,5,Seattle,WA 98199
315000.0,3.0,1.0,0.04479878511769173,0.005585051882486633,1.0,0,0,3,0.06526548672566371,0.0,52,6,Seattle,WA 98125
565000.0,2.0,1.75,0.07289293849658315,0.0049945043685612625,1.0,0,0,4,0.06526548672566371,0.07676348547717843,14,3,Seattle,WA 98199
3100000.0,6.0,4.25,0.5018982536066818,0.01401292870582537,3.0,0,4,4,0.5486725663716814,0.34232365145228216,99,0,Mercer Island,WA 98040
530000.0,2.0,2.5,0.10744115413819286,0.0001313362767562734,2.0,0,0,3,0.13550884955752213,0.03941908713692946,75,0,Bellevue,WA 98004
800866.0,5.0,2.5,0.21336370539104024,0.01226550420089793,2.0,0,0,4,0.3108407079646018,0.0,90,0,Kirkland,WA 98033
540000.0,4.0,2.5,0.13743356112376615,0.008850761005234823,1.0,0,0,4,0.08960176991150443,0.20746887966804978,68,0,Redmond,WA 98052
438000.0,3.0,1.75,0.09719058466211086,0.011458857281245925,1.0,0,0,4,0.1415929203539823,0.0,61,6,Kenmore,WA 98028
289000.0,3.0,2.5,0.13059984813971146,0.003783602526127536,2.0,0,0,3,0.1902654867256637,0.0,102,0,Covington,WA 98042
